,Date,PnL,Capital
654,2019-09-25,884662.4399999981,300000000
655,2019-09-26,-454242.32000000053,300000000
656,2019-09-27,-320728.7900000001,300000000
657,2019-09-30,-2970749.3600000003,300000000
658,2019-10-01,-2372658.580000001,300000000
659,2019-10-02,868371.480000001,300000000
660,2019-10-03,1552483.660000001,300000000
661,2019-10-04,-609703.45,300000000
662,2019-10-07,3244287.0500000007,300000000
663,2019-10-08,-510393.3799999975,300000000
664,2019-10-09,-1069018.8499999978,300000000
665,2019-10-10,1219182.149999996,300000000
666,2019-10-11,-119062.66000000041,300000000
667,2019-10-14,-2171401.089999999,300000000
668,2019-10-15,2482735.369999998,300000000
669,2019-10-16,-1845098.5500000003,300000000
670,2019-10-17,-1886739.1199999992,300000000
671,2019-10-18,1289237.6999999988,300000000
672,2019-10-21,1293879.2599999995,300000000
673,2019-10-22,538776.6299999998,300000000
674,2019-10-23,4333759.679999999,300000000
675,2019-10-24,824117.6799999948,300000000
676,2019-10-25,1388870.3399999999,300000000
677,2019-10-28,250077.95000000205,300000000
678,2019-10-29,-1723923.7500000023,300000000
679,2019-10-30,851053.6500000022,300000000
680,2019-10-31,-1771432.3199999994,300000000
681,2019-11-01,560363.7099999996,300000000
682,2019-11-04,1289667.6299999997,300000000
683,2019-11-05,-2637924.560000001,300000000
684,2019-11-06,-5343147.709999972,300000000
685,2019-11-07,1746010.0800000005,300000000
686,2019-11-08,-3028317.22,300000000
687,2019-11-11,71235.7799999981,300000000
688,2019-11-12,40624.729999999094,300000000
689,2019-11-13,-567316.0399999979,300000000
690,2019-11-14,-1658823.379999999,300000000
691,2019-11-15,1271608.3299999977,300000000
692,2019-11-18,-1294577.31,300000000
693,2019-11-19,-6413416.329999996,300000000
694,2019-11-20,703763.6800000002,300000000
695,2019-11-21,1695934.7699999998,300000000
696,2019-11-22,2620909.9399999976,300000000
697,2019-11-25,-1647913.82,300000000
698,2019-11-26,-2423971.639999988,300000000
699,2019-11-27,-1003728.1499999985,300000000
700,2019-11-28,-732.0,300000000
701,2019-11-29,-880164.4400000002,300000000
702,2019-11-30,7.9,300000000
703,2019-12-02,3003269.080000001,300000000
704,2019-12-03,1336800.1300000004,300000000
705,2019-12-04,-15658498.53,300000000
706,2019-12-05,439947.689999999,300000000
707,2019-12-06,4406932.26,300000000
708,2019-12-09,-2864192.4599999986,300000000
709,2019-12-10,4863593.869999997,300000000
710,2019-12-11,-1695458.0899999985,300000000
711,2019-12-12,2702153.319999998,300000000
712,2019-12-13,2293236.540000001,300000000
713,2019-12-16,-611365.5199999989,300000000
714,2019-12-17,-589795.8000000019,300000000
715,2019-12-18,1618484.4299999995,300000000
716,2019-12-19,376515.10999999987,350000000
717,2019-12-20,460705.9900000006,350000000
718,2019-12-23,3077302.8400000003,350000000
719,2019-12-24,942227.4899999987,350000000
720,2019-12-26,674161.3499999999,350000000
721,2019-12-27,-854952.3800000015,350000000
722,2019-12-30,-816289.7299999996,350000000
723,2019-12-31,3269119.1999999997,350000000
724,2020-01-02,-1110980.3699999976,350000000
725,2020-01-03,540862.5100000022,350000000
726,2020-01-06,2807322.6399999997,350000000
727,2020-01-07,872381.5399999998,350000000
728,2020-01-08,2088717.0199999958,350000000
729,2020-01-09,-1429346.119999999,350000000
730,2020-01-10,448171.9000000001,350000000
731,2020-01-13,7752998.999999998,350000000
732,2020-01-14,7647501.059999998,350000000
